"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"6317","15010010-003","VIRGIN RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",24,0,24,"No","Current",2,0,2,NA,NA,NA
"6318","15010010-003","VIRGIN RIVER ","FBC","FBC","ENDOSULFAN SULFATE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"6319","15010010-003","VIRGIN RIVER ","FC","FC","ENDOSULFAN SULFATE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"6320","15010010-003","VIRGIN RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",32,0,32,"No","Current",2,0,2,NA,NA,NA
"6321","15010010-003","VIRGIN RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",23,0,23,"No","Current",2,0,2,NA,NA,NA
"6322","15010010-003","VIRGIN RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",23,0,23,"No","Current",2,0,2,NA,NA,NA
"6323","15010010-003","VIRGIN RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",23,0,23,"No","Current",2,0,2,NA,NA,NA
"6324","15010010-003","VIRGIN RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",23,0,23,"No","Current",2,0,2,NA,NA,NA
"6325","15010010-003","VIRGIN RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",32,0,32,"No","Current",2,0,2,NA,NA,NA
"6326","15010010-003","VIRGIN RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",32,0,32,"No","Current",2,0,2,NA,NA,NA
"6327","15010010-003","VIRGIN RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",32,0,32,"No","Current",2,0,2,NA,NA,NA
"6328","15010010-003","VIRGIN RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",32,0,32,"No","Current",2,0,2,NA,NA,NA
"6329","15010010-004","VIRGIN RIVER ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6330","15010010-004","VIRGIN RIVER ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6331","15010010-004","VIRGIN RIVER ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6332","15010010-004","VIRGIN RIVER ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6333","15010010-004","VIRGIN RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6334","15010010-004","VIRGIN RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6335","15010010-004","VIRGIN RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6336","15010010-004","VIRGIN RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6337","15010010-004","VIRGIN RIVER ","FBC","FBC","BARIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6338","15010010-004","VIRGIN RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6339","15010010-004","VIRGIN RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6340","15010010-004","VIRGIN RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",3,3,6,"No","Current",1,4,1,NA,NA,NA
"6341","15010010-004","VIRGIN RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6342","15010010-004","VIRGIN RIVER ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6343","15010010-004","VIRGIN RIVER ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6344","15010010-004","VIRGIN RIVER ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6345","15010010-004","VIRGIN RIVER ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6346","15010010-004","VIRGIN RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6347","15010010-004","VIRGIN RIVER ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6348","15010010-004","VIRGIN RIVER ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6349","15010010-004","VIRGIN RIVER ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6350","15010010-004","VIRGIN RIVER ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6351","15010010-004","VIRGIN RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",15,0,15,"No","Current",2,5,2,NA,NA,NA
"6352","15010010-004","VIRGIN RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6353","15010010-004","VIRGIN RIVER ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6354","15010010-004","VIRGIN RIVER ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6355","15010010-004","VIRGIN RIVER ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6356","15010010-004","VIRGIN RIVER ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6357","15010010-004","VIRGIN RIVER ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6358","15010010-004","VIRGIN RIVER ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6359","15010010-004","VIRGIN RIVER ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6360","15010010-004","VIRGIN RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6361","15010010-004","VIRGIN RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6362","15010010-004","VIRGIN RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"6363","15010010-004","VIRGIN RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"6364","15010010-004","VIRGIN RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"6365","15010010-004","VIRGIN RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"6366","15010010-004","VIRGIN RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6367","15010010-004","VIRGIN RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6368","15010010-004","VIRGIN RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6369","15010010-004","VIRGIN RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6370","15010010-004","VIRGIN RIVER ","FBC","FBC","SILVER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6371","15010010-004","VIRGIN RIVER ","FC","FC","SILVER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6372","15010010-004","VIRGIN RIVER ","FBC","FBC","THALLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6373","15010010-004","VIRGIN RIVER ","FC","FC","THALLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6374","15010010-004","VIRGIN RIVER ","FBC","FBC","URANIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"6375","15010010-004","VIRGIN RIVER ","AGI","AGI","ZINC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6376","15010010-004","VIRGIN RIVER ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6377","15010010-004","VIRGIN RIVER ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6378","15010010-004","VIRGIN RIVER ","FC","FC","ZINC","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"6379","15010010-009","BEAVER DAM WASH ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6380","15010010-009","BEAVER DAM WASH ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6381","15010010-009","BEAVER DAM WASH ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6382","15010010-009","BEAVER DAM WASH ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6383","15010010-009","BEAVER DAM WASH ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6384","15010010-009","BEAVER DAM WASH ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6385","15010010-009","BEAVER DAM WASH ","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6386","15010010-009","BEAVER DAM WASH ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6387","15010010-009","BEAVER DAM WASH ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6388","15010010-009","BEAVER DAM WASH ","FBC","FBC","BORON","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6389","15010010-009","BEAVER DAM WASH ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6390","15010010-009","BEAVER DAM WASH ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6391","15010010-009","BEAVER DAM WASH ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6392","15010010-009","BEAVER DAM WASH ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6393","15010010-009","BEAVER DAM WASH ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6394","15010010-009","BEAVER DAM WASH ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6395","15010010-009","BEAVER DAM WASH ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6396","15010010-009","BEAVER DAM WASH ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6397","15010010-009","BEAVER DAM WASH ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6398","15010010-009","BEAVER DAM WASH ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6399","15010010-009","BEAVER DAM WASH ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6400","15010010-009","BEAVER DAM WASH ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6401","15010010-009","BEAVER DAM WASH ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6402","15010010-009","BEAVER DAM WASH ","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6403","15010010-009","BEAVER DAM WASH ","FC","FC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6404","15010010-009","BEAVER DAM WASH ","AGL","AGL","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6405","15010010-009","BEAVER DAM WASH ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6406","15010010-009","BEAVER DAM WASH ","FBC","FBC","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6407","15010010-009","BEAVER DAM WASH ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6408","15010010-009","BEAVER DAM WASH ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6409","15010010-009","BEAVER DAM WASH ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6410","15010010-009","BEAVER DAM WASH ","FBC","FBC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6411","15010010-009","BEAVER DAM WASH ","FC","FC","SILVER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6412","15010010-009","BEAVER DAM WASH ","FBC","FBC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6413","15010010-009","BEAVER DAM WASH ","FC","FC","THALLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6414","15010010-009","BEAVER DAM WASH ","FBC","FBC","URANIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6415","15010010-009","BEAVER DAM WASH ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6416","15010010-009","BEAVER DAM WASH ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6417","15010010-009","BEAVER DAM WASH ","FC","FC","ZINC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"6418","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6419","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6420","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6421","15020001-005","LITTLE COLORADO RIVER ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6422","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6423","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6424","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6425","15020001-005","LITTLE COLORADO RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6426","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6427","15020001-005","LITTLE COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6428","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6429","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6430","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6431","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6432","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6433","15020001-005","LITTLE COLORADO RIVER ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6434","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6435","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6436","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6437","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6438","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6439","15020001-005","LITTLE COLORADO RIVER ","AWCChronic","AWC","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",10,0,10,"No","Current",2,0,2,NA,NA,NA
"6440","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6441","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6442","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6443","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6444","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6445","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6446","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6447","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6448","15020001-005","LITTLE COLORADO RIVER ","AWCChronic","AWC","NITROGEN","Total","Not enough information","Yes",3,1,4,"No","Current",1,6,1,NA,NA,NA
"6449","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",10,0,10,"No","Current",2,0,2,NA,NA,NA
"6450","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",10,0,10,"No","Current",2,0,2,NA,NA,NA
"6451","15020001-005","LITTLE COLORADO RIVER ","AWCChronic","AWC","PH","Total","Meeting criteria","Yes",10,0,10,"No","Current",2,0,2,NA,NA,NA
"6452","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",10,0,10,"No","Current",2,0,2,NA,NA,NA
"6453","15020001-005","LITTLE COLORADO RIVER ","AWCChronic","AWC","PHOSPHORUS","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6454","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6455","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6456","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6457","15020001-005","LITTLE COLORADO RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6458","15020001-005","LITTLE COLORADO RIVER ","AGI","AGI","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6459","15020001-005","LITTLE COLORADO RIVER ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6460","15020001-005","LITTLE COLORADO RIVER ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6461","15020001-005","LITTLE COLORADO RIVER ","FC","FC","ZINC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"6462","15020001-007","LITTLE COLORADO RIVER ","AWCChronic","AWC","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6463","15020001-007","LITTLE COLORADO RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6464","15020001-007","LITTLE COLORADO RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6465","15020001-007","LITTLE COLORADO RIVER ","AWCChronic","AWC","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6466","15020001-007","LITTLE COLORADO RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"6467","15020001-009","LITTLE COLORADO RIVER ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6468","15020001-009","LITTLE COLORADO RIVER ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6469","15020001-009","LITTLE COLORADO RIVER ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6470","15020001-009","LITTLE COLORADO RIVER ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6471","15020001-009","LITTLE COLORADO RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6472","15020001-009","LITTLE COLORADO RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6473","15020001-009","LITTLE COLORADO RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6474","15020001-009","LITTLE COLORADO RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6475","15020001-009","LITTLE COLORADO RIVER ","FBC","FBC","BARIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"6476","15020001-009","LITTLE COLORADO RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6477","15020001-009","LITTLE COLORADO RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"6478","15020001-009","LITTLE COLORADO RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
